[2021-01-25 15:57:37] main.ERROR: Error: Application is not installed yet.  [] []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_3","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_2","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_74","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_73","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_1"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_2"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_3"}} []
[2021-01-25 16:00:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_4"}} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:28] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailContactTableCustomers","rows_affected":0} []
[2021-01-25 16:00:28] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailContactTableSubscribers","rows_affected":0} []
[2021-01-25 16:00:28] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\UpdateContactsWithSubscriberCustomers","rows_affected":0} []
[2021-01-25 16:00:28] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailOrderTable","rows_affected":0} []
[2021-01-25 16:00:28] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailReviewTable","rows_affected":0} []
[2021-01-25 16:00:28] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailWishlistTable","rows_affected":0} []
[2021-01-25 16:00:28] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailCatalogTable","rows_affected":0} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2021-01-25 16:00:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_1"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_2"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_3"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_4"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_1"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_2"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_3"}} []
[2021-01-25 16:00:29] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_4"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["COMPILED_CONFIG"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["GOOGLE_PRODUCT"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["WEBSERVICE"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"}} []
[2021-01-25 16:00:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/start","invalidateInfo":{"tags":["VERTEX"],"mode":"matchingTag"}} []
[2021-01-25 16:00:31] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://dev.peter.com/setup/index.php/success","invalidateInfo":{"identifier":"interception"}} []
[2021-01-25 16:00:32] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/progress","invalidateInfo":{"identifier":"interception"}} []
[2021-01-25 16:00:34] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://dev.peter.com/setup/index.php/install/progress","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2021-01-25 16:00:40] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://dev.peter.com/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_f8739c6af824d95fe6e014afc5c256af9d95cc55"}} []
[2021-01-25 16:00:40] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://dev.peter.com/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_81e7207e6f9f11b3201294caec3443da05e3ccc2"}} []
[2021-01-25 16:00:40] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://dev.peter.com/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_76d943f71d0096ef9ad94d25fc1577accd7ed69e"}} []
